condition_id,period
0x91f3df2185f8627d622bf0add2090ee5475cb16ac7203e909b9756d5e81293f9,7
0x58f67944066937674a50be515da512f99c6ac01f9820f72386a135ea98326e46,8
0x209d5c423ea07f821c50de933e6ac4c09b7fee335d067751605d0559be5bd4a1,7
0xa43b884bd183e7af1f1d59d2c1052b100b22f419c54263729c7b4ca408f547a4,7
0xe7a2cc69aa53c24c32920a71b8d5db4caf2557934ad696815a9913c031e459fd,30
0x23617f7c1a0d2feaecb3539011ce60d1385151e7fcbe866b3f8aec3645f07067,16
0x21e0ef600527ed85810410ac1e8ebf617d0125133559b7f484a6cfda9f81e758,33
0xc5a96bccd6c9b15cdb5b13e603cd8ea03b385f39707dfedf1dd13a34517748d6,9
0x3670f2664abb8584728835f23c1699d9f9552c095cd81dc3ce55276232c9a3c4,61
0x2ffbd71b19a72269186150fb567578c97edd7c746c127ee57a66e2b319ff18d4,64
0xc7fa3246096df722544a3b33d6fbf68417fe84bdaaf091a8cede1f48930973d8,7
0x729d6207e0e0093ab731cdb1c476bca1739280ba91cdc702b0ae53068ed65198,64
0xa71db3c4a0a632b12241f6cf1aa6be5c8cb7b473dbfed77394a1222a9af8a11b,64
0x6476382e722f0f97fb5aab486dac797ac6b6c050698995cad38ed997b4d2fdd1,189
0x30fbb3f0f3cca516575a3c45644c397b24efbd49ee4bc524269215a94beee25c,128
0xcf263497b4bd594b3eaf650de77df2483c3443a929e815a4bb8ce2b8cce50de1,121
0xa4c6117c3e921e491139cbebedb9c411ac39893c59ff8d16a7c74ea48d223dfd,118
0xde20ba1b4fa2f2aae4e0c2dae0e8e111986743b094952272730607dc9d4cd8e1,41
0xb6341fb5e7551730555bb775f162f99d45f7d4bb9dba38b1a86af8a3c41a7f85,16
0x2e7ea15c11abc5bdc429ab3784a156741accaaf584057a3fc3a45f7f39bc527b,13
0xe47fa246d7910a7a6bb1f5bb32d0eb26b0637be6d921d63f363557b8ca0c5add,14
0xe6fd5520dfd1a28820f49dfafe937fa53f2577e6db627d1355892423e5351394,22
0x9a6aae9fbe7ebfea1527b25b0b83e7fcf22ccc6216deb414c3e830266dfc36ec,85
0x29b319d3719e9c4f6631bb95a31a81b6e860803fbfeffaa250b605804fe464cc,51
0x408c049c624c18ce6da3ed275c145e4e9a233160dfd5e16034756286db1dbc61,5
0x5d4e8d237be6d11bb1c5630e41309a25620ed5c649772d9a26ae895beaa724dc,131
0x08b8ef1c212b2de1b83966e65160a3728de6cf810c57ae18394c7c318b70fef9,30
0x32f8d40aaacb6b8b94395555d1e82ee75a84ba5e62e15ab2966b78b5e2f332a4,131
0x9d231a70f0194c485d2d50dc2b31d27c74b30e17ae9712f18c9ae6bdc7212e1c,5
0x148b1fdae92ad9556d0e7d675d1c4a4688336615a81c476841854c8390afbaa0,131
0x4216ea4eec58946ea322cdf9e7d407e8e6f6793190aca3b2954bebf164b2411d,131
0x95004eac4e3693485f79d46c48f3bda9c848643a00767d41c6b43fac22ac376d,131
0x31792ceadf2e3fd57044a567a20001feb4c4e0ef2523d43528bcae99f082066e,131
0x96d5fcb00e22e4ef2698b4cda361103c811f0426995a623e95cdaee76583e1b3,5
0x03e9742a79ee9538fbd7ff61271835cd0c22134784e0c6c9b6cfde7500e23d4f,30
0xe41df5757b4888e22f0f3ef70757dd4ff5d8099610c1150bbb20e9b59fdd61f3,131
0x8e16db29297a03a8fb1a21dd22c4eb26d5bf85c1651035c6d4ab3f3ae4265c48,6
0xf75d9627e7c0ef1a9d7ce381f6bb1fc3227f5a8e94569b30b92fb4c2423e4ed6,6
0x117e99b2f41a10df9e5d1df85e05f96fac445976ab5da2cf2ec968660bb281ae,131
0x3f008ca09147ae7da60bd7ed135f7e9c1a92459ae74253c3f2b897bb31ce5062,131
0xf0de66e77232c927b972fef7018c323344318ce0a83698040184a15bcbd73369,5
0x8f3a5a7a725e2e60aac0c59e50c9f2c6b5c1b22164696a71320d275234c742ce,131
0x9f81cb3608a8ea3f658f2b47261f2822f18f10bdf0df22968beb634c283eea87,6
0xd209c7598a431b168f9a5eb7c1e84131c7da7b043e803d3f4add183bcdb92761,6
0xe05a262633ef0c31792b22f77906c539a0d9437ab7196dc0bc565539b7f6bdcd,131
0x12079c9217d2b98163da06d561f17c4938cc81cd7d82d066855b97331b9b9c24,131
0x95fabd1ca23b5f19bae851b9aa3aeee577caa7b86e5176929b4702875ce5818c,131
0x46cf194239f2bed4a4e74782ececd7babc45b9dbcaef362614454f420acef630,131
0x0dbfc0ff56a16c101cb521819a4f84a3e1066f51353dcf9a4715619445646961,64
0x291fdff65865b39477b7fdad7a8cffb89dfc9387ee65e65b403a9f9dcc2d2bc4,131
0x0b9fabe8a5d2780bb4165a59e2add57b82d889166ce8469c49363b359920c40b,6
0xd20ce151e74cd5bff44e65053081309a4a6eb45b866755ede8f3d770d1871ad4,5
0xdcca092aa2cc55f8053437e3f71ee853aa89f28582ac98231b0625a8609df32d,90
0x08a12bad0f07bb84b4e22b07d644a32876c06d890379d7c234075cbe0467b8a5,5
0xc219cd59b4877ef27c9b0f5e1065a49c59e225478b282cf3491c19de4e670370,5
0xb905d33ae59099f361a45f9950aa550ed12404e5b10d05e6f83fc3d50c4960cf,30
0xfd3af5c93893b1cf117c28e4e8b1d91eca4c69649ec4e8dd62445667047ad9b0,131
0x606ce5faa884e5847f7c60a3c0c683a108a23ee9bb61056f54b1c556286abf3d,5
0x109087dfc63aa37cd4b1861921e49c4c1b8957ed3558c829e026be6e833cbcc2,6
0x0d6e93bb2d55968edbbd7355d00cc1c5749cddae0d526c1f8e6bdb55ace99900,131
0xc40b5ec7cff77815bb4baef99b336a9d65ff5c720ce0feb251d71f3a2b0a300d,6
0x686408b2a743c4387ed4676b97dd2855611be453f19714ffa00441102169311b,30
0x3685d15b0ae897114c101ae1753d07b8dd42cb1a9332cfc90cfc358f463465f5,5
0xee49a9c0a000a4fcb79e223b347707a51e1d5a7def4bbd24f0c933a65f4ba1c1,16
0xfd14c3259843d36ca484e4f916dedf0f18e8a045227d5115087ed6f9b531d684,24
0x8b76027fd2e5fd3bbd4c479141f1f31ef7d135eba7b724c3b587537d99ca26c5,7
0x7b80dfcdc06babe58c07e5d2ddda0e0e0b2beeacd5b008698ebba81c069eec27,7
0x83ee65b6039611d3818bb5a5835b6eb9da2c5b6072c58f6695e78dc8bc77e81f,6
0x4150752d0efc99377d7388908724cb79e8423768414af7e4a4ee857ac28ef8e3,149
0xe463f0e925ab890a85271e05d9f4e9cc23eb24b8a00c8a504a421b0b3e3ac453,46
0x6358facb4f8b24eaba1d250d17a93e02fa42e9197f424073dd1f8ca24c5e0623,7
0x31f12412912a104cd5138018ae195995c4ca9d237b589039ce03bcb5200668e2,6
0x7f80a3dbbf0b94093df09eb681feabe93e87b221d64ebdd10c101911affd6483,7
0x29331eef9bc44cf7a0a3aa77382c2b9b804a2b679adea71cb499959fd8401f0f,6
0xa662633383db628c0c20a327cd4e1677a2b2d5949379a06ea49fb47764725392,17
0x3a0b93615d1b2e369e90aba6c1ff2bf0bdf13a5de593da1c05e1fee10f7ccd0d,7
0x97c65fcdbddb0d639a81d119431f55a8275d52323e7175f901dd14855c0d7aab,6
0xf65b67971ba4332ef0472a13f263e19fd5babd0be19ecc0aad6312d0dd19000b,82
0x42b4ecca431d6c493d6d9e6994ec954b719b5a5828c1638ef61b18879e2f74a2,7
0x81d5300fd089befd3b75954ee92d4193fb34a3de02dc32bfa58b58ecc9b24384,6
0x960b179141665755b513b787cf542c8b92323b09cae38d87c4b6d0fd0ac9437c,6
0xcbb198ce672db00eb7572c1e1c64c6bc8d9e1caf9e99dce517b493ee69177f3f,7
0x10c73723ca84cdae16be1e1d28efe8664637a40fdc701f327d393a4be94d47c8,6
0x09f6d43647a5ae2d6e6d9769c7af7fb6130c5f139d8d601391ac5f7114ae57da,39
0xa3350cd8ab7fef7b047d7937da1e006b2dae2354805d34cfcbae88ed798d1841,7
0xff2e908c4c4ee8e8f7c8ef8bf89d3f73d1041da0fae1b163b48b427028bf0f20,7
0xaa024f28735abb0a09565830d395c2e28202dc349895136371325c0552761b35,5
0xdc01eeb149e914ea44ab211e5476bf59401a971a2cfcb8537e4d612f1abe532f,6
0x34e309581ef62fea969e3e4ca8729878e646fc589aeec6f1f63ecfa7e8220f01,7
0xeaf9eec6a2680733c2846cc1775f26e1081f7ae0c1ab218fbf5a270a383fd4fd,6
0x9c99707eb18ef1fcc485fbee4f9cf7c7e3de28af153ff968952c4f93187319b7,5
0xe9890307bebe6c3d704ea2cfc53a075fc6de96d33dad03b8f7e59d48f01fb96d,5
0x23cd677a845c77d8661d1eac9f4a637d19c0db4e1300ac6ce5f21c1278772123,5
0x865e56725e3740e187300967f60e30d26fa570acebd455392adbe3507271d11e,6
0x589bd413f951e54cf3d0143195915cf61dbbea7e1506a04697bb94103fe105fa,8
0xc8873868590ce6811ccc87187c325a602e35c56ad2c8840c459cec11ffe6f654,11
0xaa895397b00a3cdfe851aecc131189c25d330048a74e2f8062761e74210c8fe3,5
0x98f1c7c785fafc7904d2458151c69d24bfe47bed90eaf7db6b3b61b39c4eaa88,78
0xf9fbf312c9119ba50f6d0e845e9ee33ee3393fdabe0d03a505438cedf1d3f031,7
0x0f90baec4738939d421b69fdada5b5a7a5df1d4e30bb1906f98f6ebea2910463,5
0x7cd2a039b83b68941d2c7a07978ab90fa4c436350330b02ab6b96de9b4dadf33,86
0x70d16b3d4b87e965b8662fc40aee1a3995dd85410b077cc9ebf58b0303269b69,12
0x401ff7c20ee2b38d03b2271825795ecb4b31f113a76e9042b818f11767505072,5
0x237b08e3745a763c9bfecdc14e851eb10191b45ca74ae708984f5fa99deaa4c0,7
0xc377d1f12b917cb547d0391a2e7a37644b4c0d6f802b76bbfe374912eb8e5ee0,7
0x6689c157a7c57f0ee8ab7feace215061cbb8828191854fe81f17976ef33b023e,65
0xac51c43100e1aaf4968aa61fe72eb320dd308959dc6a7a14a6f3ebe758e7f88d,165
0x6b642d364ac780ac5afe241cdb28af3d8fe576cbb163475f56ee3f099c520dc0,85
0xd1eceeb7dafa564d1e8559765250d676bb96be5be670af942ec687faaa269233,6
0x56525359f454b7af8aad49a2d09d185440adbbcdb263d9bad5c220ce6ab9491d,6
0x6541d506c7a337b80fb9e4ed7487347a90d8c59071136e7caa11dc42b3755eb5,15
0xe730c22bd6be3ab25930a76763bed8ecf251dc4c7594fcd47b9a8becdbd799c3,6
0xdb082a58168828ff769ca059c008e2971ad993c0a3c4ac82876d53022ead1b09,5
0xbd585affaf0b76021e02fcf2a02194b0478958f2c261ce1da1806e654f1ddbea,8
0xd7ed2019092e00af958fffed1110e70245f0b7d14dbd0f7f9f3e5d538aecacb4,26
0x08046047b3c4926ac7e59a2c249fbeef2a94c33d8b0d806006b3c88081d6e41b,7
0x539253f7f2f5c4cddc009404341cd3cd2a2c64c729c3fe774583a4f9140a108f,14
0x41e5187c39ec7a756ef8d6b8763b7404ef00a87018dedad3f0a48951a88d5979,8
0xbee20a082e27d4502a7271886cb3fc54b415fcb4f39d26a63a2cb91d41f56518,6
0xfde6e688ae45502d87416f74f5d425a6f157f3d6d0c4d248e740f4ef16ff08b2,6
0x888c328c09afa5c655da807776a3937e18fd96b78a840bdd4f48a453cfd9f5ac,5
0xccece58bebd2d498802da6e5dec1251bf9529eca4cfce7d43abd39ecd7ab4cd3,136
0x111752b97fb2b38eaa15dfb048e9a4e51cc3282bf281f43b5a9bf31f621174a8,26
0x3273484a3b43ecbaa6c21380d21bab33413ce0836e07254d5369a269be9592e1,6
0xdb8c8a94f04fda1fd620c22d696c83c8110ff57780dd01472df9963bbb1be7cf,6
0x559ba1449a3d76efd6a4d5a6837386eed2d736c4d04e7a25142ad966eb729cde,6
0xbb5370b90cf425568e2efddcb69b02d9a0eb8a0d87c82fa75076c5067ea98c34,6
0x73c167c2ed26d7bb0d624fb5f0ab2c18aa2239d60f6ecc989eb654a962487025,5
0x91fcf8d757751a2e28447e4cd7b12ace0f878bb1a667bb650ee884a52e9ab90b,6
0x4378240374a1fea11c1bd4bd3fbfeb76b72db9478a6666bbf0df15664e31c16f,6
0x1633ee2223bd6788e577e70809ba87f52923e69d32f236fcbd5e7db3f0e924a4,6
0x29a00f6faad5bd2188ac0c7c2264fada6961d906d7e03ea28675fbac264ea2dc,6
0xff359cdc25f6deedcf7e6b0fb9460622d0560b3b94a74f04095346a3fd3c17c1,6
0xa7a646b82cc5917a519be2a6f8d1d6235deeb670be8cff7a76f28e629b74e0aa,6
0x2950a508f2b2e4d69130e7495a9a7f57c7f3887de345fd9dbc1fd6b91618340d,6
0xb412d18bf3a1887e13ad665f7fa22db84b1d97b3ac3ef422b8eba3e8a5985905,21
0x1bb026101870907c1b86c9d8d2a241f25976f36c013aeaa178490a9c3c018fa5,5
0xcb38dcd60d7f685d62577430ea6a410c2bcd878e8939dd569fb0e92112475523,6
0xe2539f532afbcbb2a60cd303e439178300580750bd98e874f26763ded9968551,6
0xc7b2b657bb93f14f3aea1d986da4cb5cee3ecfd90685d284cf6396c97612a17f,6
0x995438035db4dc5a2c99d6077ccd197cd56256a36453d05529b50717682d2c0d,6
0x190d0680b6e0654bd8a7e9dc969e2b195d69ec6e1d1369591983fc3c68bef0ef,5
0x5b1f2236218b53a2d8f1c24b8ec4f256c84cf316d944252c9fc98e37832aa952,6
0x4e10993ab7c23bd37c336fd88987e5c15fcaa87108b26532702f806e66172c9a,6
0xb21e334aa29ee791711154c620abfbd2f4543024059e2a87eac8b8cf0b503c5d,9
0x86b6f7c21f8f9d731230b2eff59b3553cd58442b958bce54f314028aca5dcd6d,7
0x16f01fe9341bf3426281515706b42e10d7f5b6dbda385d7f3d74bde9c26d039d,8
0x434c3b18e4ed1d7e31ff971724bf01beb78de3f5c137a7758030129c115151fb,10
0xc1a3cfd167db6d739d03eebacba2bd7ca23a318c735f581bb8ce72decc71dd4d,20
0xbd14d22645e897efa79eb3634ea3b0220fa032c3ddc338739f255a58c386faca,9
0x3aa708e6a0bf1be624aad574f7461fc8be0c60a51e85acdb0dfdba4141a6f289,10
0x6ec79dca2d305ed9e97436120dd60f94df0504fa3e434d6099359ae6c770b4c9,10
0x494465eee4808f4e6617145551d79731d6a886a554086a04d9bcaef7d6b8b130,10
0xcdafbbf6a7084713f5f7962316b60bdebcbba27554b37474917e11a8a9d82a7e,9
0xc61529c5988583ee3a6f753bd15db17b81ba19548a607e00f5238d48eb38a10b,14
0x79881aec09e8893213d7a42062ed02f41f2b4f44962fa41ea26a82e12541d59f,17
0x483e7d44273d201de93a2d139684c8c1ca208999fcff18afdade0ad89db53249,15
0xc09f2f53a839978054c8bc53e22b576ea65793182cdcf9a6c633182b73a232ab,10
0xa6b73b34412dfc004f9abe6e2e3db74ac60e67a7c6b56fdb8d271e82921e7928,9
0xb662b2887940e36528c1f8d4bb696df6b1e88d381dc11a889de9e7a57b4e5577,9
0xd726cac3c4d4ba00690779b669c02e376e87a98877bfa6fe369a5cd7672e739e,10
0xc0fac3c06b9b1f37da72414868ff8875bfd06c4fdae2cb16a2e6a680bb9fe429,54
0x249192f70a704475f701352e27e166b96c53058969c72016732863e97f5f9432,9
0xb039c209708077b77152adfb987d932bc813c15ad1931d53f172267b6bb3f164,10
0x7e22b3b3a46f038d94af5e1c50dc037fd3961e51a4f0e78e7425e597d3292116,9
0x34a16f264fee640f237dd321ad1aff1a754406a09f6ad8e428c9bee89d302582,54
0xdd79d00b0266703b3b8a41cd8a4ca3cbfc232db930a55056978c8007717346f2,10
0xc7f215646026ed0338b2be0ef33cbd74fbf1578b29020216c1ea0a36e8289ef1,9
0x8f4be814d1c5b27d00f0b72468a3fb47f44de3ddace60ec51192d651333949c2,15
0x4b2fc76dcb4b99c20f272ff1fccc84928d4f7de8561800a77f50458a1c60586c,10
0x91dc6b4f886357ae3592f38c22309daee436e04db498fe3c00d5efec0f1e0834,9
0xe6c986842244b43245207841d987e9885688fe0c362eedd1249a9029a2004739,13
0xf019aeb9924b457508f3182a47e6bc02e4a9c135d879c9524ab133f7dd82a3c6,7
0xe189d94e33406adf3c2854d8f06c43a5ec84586a6ccd114396ab7a8dc9821528,48
0x886ebb580d398919a50146d9fbeaa87f4d6c61eb492d1061e6aadbe1f49120b3,13
0xafd8bd9f9f4fcf42dcd1a159990126dff2ffe8b3afb9543b4a4e565c94b0d0f0,13
0xcbfe9b2c2d30deb429f59569cd73c1384298506786770c0b347bd9b946757fea,6
0x6e7017efe0a83c77e19bcdf61f8c4014a13a3f4ed77a5694f15113acc26260a0,13
0xd1db487b6c08f0caeecea63b7fed9f16063f5a6bc02ec85f9bc4a0c1e7fa3f59,5
0x31a4a4c0fcaaffd3f6b1f6f5093f6efe20a2700971c324e5b6cb73827258d91f,46
0x99f07a52a18756f9bf22233e64abf15cc7aeb1ab87ac2825d4a38c4492bcaba2,6
0xa4223d4f2d55eb1fb737fcc37856259a43e6b296c5a334e77c960a8a840101c2,49
0x8a795ffd676543bfb778c846ef581db319b824cd0273966d2e0c1773d9f58d77,13
0xf9bb11bc17027c94421847e647566c0b50f3c0af1e0aad0407991b7b24635e48,6
0xd78fea7a0686b1d52616296af4c85fc256a114148f4ee38c4cb2952b0da0247b,10
0x133b2bb27542cc4798ce9d0dc293da89ffb15c9cfee5ae10325fa49e0148dad5,13
0x798322f674c16fae8708e879e0986e33631bf917fd9eb45f4df67ded0382a3d4,13
0xd607b50c2ff87d0d01212e2460e2a643be83d702472fe9ba87a16490e461809c,6
0xe3af37a90c39f14d255398cecca9298ca5c7690f934dd575bf994462187c786e,10
0xdcc133e7e381ced0a54c35b9190b34dbe5a1116b871354a70518e4b43a24cfb8,13
0x1b7cbf849dccc9df2da8ac978ce80420d88975e16302c40aa961780c3170c7c6,13
0xab60609c5ca61f2ae92952cae318a72049d9d72bf790478038a0cb736541c2b4,5
0xce49840450b4444dd44cc51a53f74c68ac3b243adec49c24047baa16e9ba7ae6,13
0x656039df275062de2a439710a4aa0671328511c447630d3f05e4f35d6f1cc049,97
0x208721a1cf3bf7ef63c58140d47054496aaa9dc0feee9f3bb0d95f8bba375230,6
0x4651b6f929d33e6c6dda7ba3d4b69a690094156caef0219a8733dcd528e37310,6
0xe4dd13be90246f23e092ac3367468fdc6fd7bd7fdc956406398ec2b139424c5c,51
0x9270a3d66cba8579c13960c2217d25bc791ad794660879abde6eb666ae9d14b9,52
0xb327e1749e363c8f3c1f84271c1d1ebb6d8c66024604e53500d8426ef96ad408,45
0x8cfd87a6abfa23831c5221bf9e5d53eeb6d231c6340b480af6383e5f30fbe478,6
0x07aa26c4d135540dd172173ce5df32e6ad209b06338b3f36cfd5b9426c7d984a,48
0xa91c70a04d07a6486c2d2802a2a17bcf6f22240732941d12fa2402fa718c7f90,52
0x2e16d0e8cad2ec94304dd51c7765f8730ef49b828ffa3318d077b76ad7a44bfc,50
0x63b1697d66131bce1b4d406599548bb6007671197a1596b6403335f2592a61f1,49
0x29c12a97cf166bdb426dace269e5a9779c803bd7b9276fdeff6b872ecc0570aa,52
0xc9d34f2e630e8ae06290c17fe8cf49ae5ae49f81e2d2583ea0a13db5083e1341,45
0xe85e88d7242ce29af437e07e04c222506057663e9f48126220d355bbb2a67cb0,52
0x59b2e1358da4c070a38e2cd8f3eed31356cb511c731e18ca0ce7c96d9eb4b824,45
0x71636521d7c97d55c349b637390fb4497d4f8ce52529ddb6d9a4ff537069d063,32
0xf5d7e4a99607a36986f556e8f638ae692291512066660372a3d38580def358e4,50
0x08a131664f87229dbecab1af132999fff2f4da146c7e6c07423827996af5bdb0,48
0x4e3af298a39a0b4d01af45cd20bf83d0bd7ab0fee83e479322459c4d734881dc,6
0xc451cce870d6915a6f4180595fe3727ccf7a0c4b6d9f07e169a649630130891c,45
0x93a2009f56d2ae9d4f224824bfc2ad4b7805417b5410d5c824fdaa9beabcf36a,49
0x785934026bb19e5bf0b8e593c31e84fa75bf5a7668c54c90eca9265016e054a9,45
0x0f32d4d7167f073d9d903b91b48dfe08d2762e8b0a29e14e649bfef89512ce61,52
0x8b54607b7cc79c25dd0a24d693c0a52dbf0840909ec0569a7924f22cc3add8b4,52
0xc728249c400d6cb64e7c82ca0f642786c8f1a1f3a06e9fd69cc814ebef51c931,49
0xaeb7388b31fc48c9845bc05d2260b419a9df81ee5ae7208662ca307b4fbb0e26,33
0x23ebd642c181d2cb5bacd95b658e94ae4019df7885fb40436e79b52a1912eca4,28
0x3a88cfa982114f904f313d5b09380b3091a41d03bb77e07ea8d56014ddaa7603,50
0xa9ee4b2082d3620e077ede9d17d722caa4ed54b102c0d45eb5fbd4ba429ac0cd,51
0x4f58c0282388c796291f0f059ebe17791f7f3c4413cfd6a2bb020c6a723f5ce2,45
0x901f8ec3e284acead9c6e978c9bc651e2b45763bcaa438fa051bda6c5b84d604,28
0xe197344d6f86db4cb7359a191befc93d345495ff573da62c1913992e55e761dd,32
0x635eee42713bae26138f304076cb55ce98460074e2b5255f5a876868f907d80f,45
0xb5a2b3f39ffab4daea8a0cbfd07374dc61016aba17b5c9d3cc38b709f0302182,6
0x5aeafa2d9c9865ebea3443688e67601f3e19c9565746954c5b839fe5fca245bc,49
0xba3a693b0113f5d83fbd212857afe23a394efa8163b6fa791490ed0914600571,50
0x8167d59f6c0fb65817fd49770a7ded38ad34c6bffd2e1a8f35bc4980dd64ccc5,50
0xf7056969644c210d952819177dc81ff68b5c91c7adb0b84517b584b71884e013,50
0xaf99acf92a4bb951c070b5de3ae11718f31d5478742fc4fb0101afb71e2ee3d8,46
0x233f8db87f4ef57f612131c5d5bc9a6e05638c496d7a3fd4e4a73f52aa7cb49f,52
0x6f432f55ac6ce6895256804e9185b2af7c8e289288f3d30f93d3860b26c53885,6
0x36ae039e3ffd0063981159d6ce48864e6afe50ef0344ba058758f981ff9b0835,50
0xfbb957ed385123ae95d381ed81a0324c09e1ef7f2240718218188b5a74380910,6
0x62dc4f475f72b31070bd00cee710a20ab6d5154ca7a9e9279c14634a6ec04a01,49
0x9a8337f8f916283c359fd01452ed5d5e1e5e64f5287191b4f134f25fdc8e849a,51
0x132db61627e8d2b95f27dc9a6f64714db55e3bc2706a074c959984d535828cdd,53
0xff324c740b7a1c1490d0226cc2d0042a3dbffd7aac05fe8b3afa02e414a026fa,6
0x57013fd52a3b754711535398cde9a28516cefbf0a2215675234df55d17eabd6e,51
0x5f6a8f66b67d4322eee9a5b642ceb4d3f167bebcd900c32827a52e8740ed7e68,28
0x2b75971d9f62ff8adfd1b246b263cf41f6995eb06514c7b7adc77354d70d3b46,52
0xfe5c422d022ffa3f685bad7d89edd46f9a5b90af322f471eb98759eb110bebf8,29
0xace1e6111d8220cc4fc214006de1d4ae5222f8d4dbdc01c9da7efcd68f635691,28
0x239e45d9bec504b34608f30d1112acfd831e275bdd51730bc761771d54e42362,45
0xf536071ab497b57925ba09da64620976a2df1d73d01288efe9ab4e08c6654eb9,52
0x2bdfa720f487796cc9ef0e0db659b2708ac3a6c24518767e53fd7e83e082acff,50
0x54dbd7f9e3a1ea3fe7da107b0f2ad52a4c2c70a6f3d9b319c9c8064a1d58da73,52
0x979cbb2e8d07cc08126c046b3a5fefadc73ff770389f46ca89dcd76de1e60ed7,49
0x3386bdd91897f7fb70b57cb3d93777627f98d93801ba973f1e5bdb8cf391eb5a,50
0xe2f491b068859159df01a7e4b6f0d361828d61556f15fa2fb38b510d226a3267,50
0x460d5107b2fd8089d00f9ba23a8f287bdd2a7fb5905502ded38ff9c515a56bcc,49
0xdc359276ecb11f0f5f3ce0f5dd5e4a43ce3dc829bf7e388b1846e3be38db7cc3,52
0x256d7c97ca03d7661600b2f93e860b2434e0b80fcb4bdf0740f9f351471be0a3,52
0x42b7f9185fca6cc94710704f0aa20ba8ceafbeaba542be78436163820a9e4757,6
0xf05f23440ebb1b37ebaceb3767b0e98a7f6ae37b8b37da7b7214d0e8998d7fc6,51
0x21ee4c044d1831894c46266af76f64f828bbf6fef61bd20511e993ce1d202ab4,57
0xaac6e0b300e5f05fb44d8eb9bae9e90d1f915a412695484186a9fe69fc9c5fd6,52
0x01f4accf49ddb47caf9ead5d5adae524eea749c706b0fcde1657e69ebbbdcc8e,48
0x4e2ff91628756a27abf1d3b35cbf43429edd9d73c2b123ee3657eafa03e62cf2,52
0x61aca175e20abadf0de1da5ae138383a1e1838d964a982ad8b85e7c23aabb6ff,50
0x51ac44a5178a2bb04e9bcb6f134b034fb63b938fd49c465f0f0460af136677d2,31
0xa10585d295fd84294c356b51e66d2e1babe1de48c42c1aec743d6a4a8965b68f,28
0x62374d261898cdadf3f768f3ebaeb51e0834a62cd1f3762ab6a34434e77e01d6,45
0x77424e91e4933ba8319c514dea8c16a166b9fe40ff46414c830b2f37466db5cd,70
0x181408b8d135e4cd7e8add1e53ea598fd81a11adf7c61986f70dd668223cb465,45
0x90a4771a4f31b68596b64cb733c6d0c10bb58378490e734f70dd612cf46b22cf,52
0x113e7bb07041e41e9f8f8602980d54aaf1c3de81a6e8dc2527878cb68fd8f29f,49
0xec759fdefb182af4237d9e42a7c715be7a4213afacb484ddc066290a0f84221f,52
0xa4020c9cda98297a3f7de0c0b1871848f835c16f8494a56ffac2a498c12fb5f7,49
0xeb10b7a8ee60b642fc32024bf101e45d4754c6299232e2ded098d01a4d55b80e,49
0xbaca4868a18f0075c35330ae1a70637d7f38e02514f4de5a35be022d6ca589f7,6
0x8263c57e320bac37676b2f3dadfe37c2c9243dde44c440531eb5b5fcc6b9c2bc,59
0x273d1497314ce9e6e594741e30b4f86f93f34960458ca2790b6c5643c430aca8,6
0xd5fca9b9146866df0df3211bb9008d884a2648e3b15ca6ec51d4a5b50084d9d6,63
0xe122eebbd2b4a968e3850bb460519383846eccbeccc4f36b76e2473acd903bb5,5
0xd42f3635e8d63aafc6e836b88c07565f3fd4e8c796d2214aed5fb280e5c8d21a,49
0x225c7a0e744a67ef6ca96826af5e983979a9f4929a47c882063f4bad91ba99a8,43
0x56794d354dc82db1bd8c2e6695b21817fb3973b45caab12d63f31ce618915726,51
0xc80d54a73b16a443a54372a5abc3ff376092bceb63daa393f8f4f3a933a91e4a,7
0x5f89649683ca957eeef2fef7dfc2ca743d031b0c9f7746b8055d8859335d70f9,50
0x370d6c9bb7acd3df44a213f703c44cbb3dc37e17c6f68e49240e5136e1a0bcae,48
0x7c629e8faf76becda38c9c154ec936c9ce1149c4931ffef80e789e0ec1ebbe7f,69
0x2a63e805241caa902acca7426f1fd5e643978676a8bfe39c6b329dcdcd537c96,29
0xce39f11fcda3de714271b1560cd82e3355dbb3ef2be6a728ebda641b19c737a0,35
0x59f58738eede53b61f9b669cc591dc3d2801789dab1396a8b1d9fec3e6abb399,51
0x4fa2fe9d22a96452430121cde682bd2d0ee6af473ddf4d62bafbb6806210fd94,5
0x18a691efdd2436ee9f5309417e5121fef0f252fe297fcedf9d0e0052ed059e38,69
0x21689d1c243520bcaff1f0a9d7e45bd63da4f86fbb6a3aec93008e17d437d2c5,69
0x2e317c0dceb7b4ab2abe7c43f302b0253321f92a941709f871975799fd5a168b,51
0xd05a884bc246748d4c200eed230b0c44d13866ee65adb146b8bde020f3be5e9c,70
0xd765331b1635b97fdb370fb09109908fed3db7612c51e73db1c8e5bd01cce343,6
0xaa28cbd41058ed7a616bc730ac852232329451a892ed031fda273f1c4e7c7151,8
0xe60881d4c7d67a75b124257d5831a6ca6f5e304616f0620c57c0f8cf2e5295ff,19
0x83ec6277e0b990f2bfd3d64410379e04878430d836f71bfd10e473561f1512af,5
0xf202619dbc5975ba3328b5292f96fc28c019d03faed3ef4c9786930b4c822f07,8
0x0c030d2c004d18928065001ac973ef5ab44e70998ea1cf600501f719bbcb3076,24
0x13033198e37a7d148227100458da7b0e66550b4d30d78e4849ac09fda0a0a7f5,5
